study_identification,interview_number,type_interview,sample_number,region,respondents_life_better_next_years,respondent_worries_less,respondent_worries,respondent_worries_people,respondents_political_worries,respondent_worries_others,problems_discussed_friends,problems_discussed_newspapers,communists_us,threat_freedom_us,likelihood_world_war_iii_two_years,stop_communists_europe_without_war,fight_russia_europe,stop_communism_asia_without_war,fight_russia_asia,deal_russia,cut_aid_allies,favor_oppose_cut_aid_allies,cut_air_force,cut_abomb_production,less_freedom_speech,xwho_less_freedom_speech,often_respondent_thinks_freedom,respondent_feels_free_speak,xwhy_respondent_feels_cant_speak_freely,xlimited_speech_bothers_respondent,censor_antireligion_speaker,censor_antireligion_teacher,censor_antireligion_book,censor_socialist_speaker,censor_socialist_teacher,censor_socialist_book,respondent_thought_whether_americans,xrespondent_talked_americans,americans_distrustful,xhow_americans_distrustful,us_communist_danger,xwhy_us_communist_danger,communist_loyal_american,type_people_communists,communists_believe,respondent_ever_known_communist,respondent_identified_communist,city_ask_people_report_communists,respondent_read_heard_reporting,reporting_communists_discussed_others,reporting_communists_good_idea,xany_dangers_reporting_communists,eisenhower_say_reporting_communist,dangers_reporting_communists_fbi,eisenhower_say_reporting_communists,government_tap_phones,church_communist,favor_government_ownership_communist,favor_peace_communist,xif_antireligion_progovernment_ownership,many_communists_us,fbi_knows_us_communists,hoover_knows_us_communists,american_government_communists,danger_communists_us_government,eisenhower_said_danger_communists,many_communists_defense_plants,danger_communists_defense_plants,defense_plant_officials_said_communists,many_communist_college_teachers,danger_communist_college_teachers,head_college_said_communists_danger,many_communist_teachers_public_schools,xdanger_communist_teachers_public,respondent_believenot_believe_school_board,congressmen_investigating_communism,xopinion_congressional_investigations,good_things_congressional_committee_done,remember_hiss_caught,xdid_congressional_committee_catch_rosenberg,rosenbergs_caught,congress_got_rosenbergs,congressional_committees_interfere_fbi,congressional_committee_foe_fbi,bad_things_congressional_committee_done,congressional_committies_seek_votes,congressional_committies_hurt_noncommunists,xcongressional_committee_hurt_innocent,two_important_apprehension,silent_congressional_witness_communist,congressional_witness_silent,punish_silent_congressional_witness,heard_fear_government_jobs,view_fear_government_job,fear_government_jobs_hurt_us,admitted_communist_fire_defense_job,admitted_communist_fire_clerk,admitted_communist_fire_college_professor,admitted_communist_allow_speak,admitted_communist_remove_book_library,admitted_communist_fire_singer,admitted_communist_buy_soap,admitted_communist_put_jail,admitted_communist_lose_citizenship,alledged_communist_fire_defense_plant,alledged_communist_fire_clerk,alledged_communist_fire_teacher,alledged_communist_make_community_speech,alledged_communist_remove_book,alledged_communist_fire_singer,alledged_communist_buy_soap,alledged_communist_fire_high_school_teacher,break_friendship_former_communist,break_friendship_recent_communist,leader_best_handles_us_communists,xwhich_two_closer_fact,xtrust_ikes_policy_us_communists,american_communist_without_party_member,often_respondent_reads_newspaper,respondent_listens_tv_news,respondent_listens_radio_news,follow_news_us_communist,opinions_communists_formed,opinions_noncommunist_problems,leader_strict_gain_respect,people_divided_weak_strong,child_rearing_conformity,child_rearing_respect,nobody_hurt_friend_relative,respondents_choice_president...131,respondent_vote,xchoice_congressional_candidate,respondents_choice_president...134,respondents_party_identification,respondents_religious_preference,respondent_went_church_last_month,last_grade_finished_school,respondents_fathermother_born,respondents_occupation,occupation_head_immediate_family,xhead_households_occupation,respondents_marital_status,respondenthusband_members_vetrans,xmembership_status_vetrans_organization,respondenthusband_labor_union_member,respondents_age,respondents_sex,respondents_race,public_v150,public_v151,public_v152,lead_v150,lead_v151,leader,interested,categorizer,tolerance_group,tolerance_broader0,tolerance,tolerance_broader,us_region,danger,danger_broader
7202,1071,2,2,3,2,3,9,2,5,2,5,50,4,4,3,1,4,3,8,1,1,2,5,5,1,0,4,1,0,0,1,5,5,1,5,5,1,1,1,7,3,3,5,33,4,5,0,5,1,0,1,40,5,0,0,1,5,5,5,1,3,3,1,2,2,5,2,2,5,1,2,5,2,2,5,1,2,98,2,8,8,5,1,9,60,5,1,5,1,1,8,2,5,5,0,1,5,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,8,0,2,1,1,5,1,2,1,2,2,2,8,3,3,1,1,2,2,2,1,1,3,0,20,91,91,1,5,0,5,5,1,1,1,2,4,54,54,0,more,agree,tolerance5,more tolerant,tolerance5,more tolerant,midwest,danger2,in between
7202,1072,2,2,3,2,4,1,2,1,2,8,50,4,4,4,2,2,8,2,1,2,9,5,5,1,0,2,1,0,0,1,5,1,1,5,1,5,0,4,0,4,7,5,33,3,1,2,5,5,0,1,10,1,0,0,1,5,1,5,9,2,2,1,1,2,4,1,2,5,1,3,1,1,3,1,1,3,91,8,5,8,5,2,1,70,1,1,1,1,1,8,2,5,5,0,1,1,1,1,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,1,2,0,5,1,5,1,2,1,2,3,2,2,2,2,2,1,1,1,1,2,1,4,70,80,91,91,2,5,0,5,4,1,1,5,4,2,54,54,0,more,agree,tolerance5,more tolerant,tolerance5,more tolerant,midwest,danger1,little threat
7202,1073,2,2,3,2,1,1,1,1,1,8,10,4,4,3,2,2,2,2,1,5,3,5,5,2,3,2,1,0,0,5,5,1,1,5,5,5,0,1,2,3,1,5,11,3,5,0,5,5,0,1,20,5,0,0,1,5,5,5,1,2,3,2,1,2,5,1,2,5,2,1,5,1,2,5,8,1,30,8,1,8,1,1,9,90,5,1,5,1,1,8,3,5,1,3,1,1,1,5,1,1,1,1,1,1,5,1,5,1,5,5,1,5,1,8,0,2,1,2,5,3,3,2,2,1,3,3,2,3,1,1,9,9,3,2,1,3,0,96,60,91,1,2,0,3,1,2,1,1,2,4,54,54,0,less,disagree,tolerance0,less tolerant,tolerance0,less tolerant,midwest,danger2,in between
7202,1074,2,2,3,2,1,2,1,3,2,1,10,3,4,4,1,2,1,2,1,5,4,1,1,1,0,3,5,4,2,5,5,1,1,5,5,5,0,1,2,3,3,5,32,6,5,0,5,1,0,1,30,1,0,0,1,1,5,5,9,5,3,1,1,2,1,5,0,1,1,2,1,5,0,1,1,1,30,6,1,7,1,1,9,90,5,1,5,1,2,8,3,5,1,2,1,1,1,5,1,1,5,1,1,5,5,5,1,5,5,5,5,5,8,6,2,1,8,1,5,1,3,1,1,1,2,2,1,3,1,1,1,1,1,1,1,3,70,96,95,20,1,5,0,5,5,2,1,5,1,2,54,54,0,less,agree,tolerance3,in between,tolerance3,in between,midwest,danger2,in between
7202,1075,2,2,1,2,1,1,1,9,2,1,10,4,4,2,2,2,2,1,1,1,1,1,5,2,6,4,5,5,2,5,5,1,1,1,5,1,5,1,1,3,4,5,33,8,5,0,5,1,0,5,91,0,2,5,5,5,5,5,5,3,3,1,5,0,1,1,1,5,1,1,5,5,0,5,8,1,30,8,8,7,8,1,9,98,5,1,8,1,1,8,4,5,1,2,1,5,1,5,1,5,5,5,1,5,5,5,1,5,5,5,5,5,1,1,2,0,1,1,3,4,3,2,2,3,2,1,1,1,2,5,0,1,1,2,1,3,0,96,50,91,1,1,2,5,2,2,1,1,2,1,54,54,0,less,agree,tolerance3,in between,tolerance3,in between,east,danger2,in between
7202,1076,2,2,1,2,1,1,1,9,3,1,0,2,4,8,8,2,8,2,2,1,1,5,5,1,0,4,1,0,0,5,5,1,1,5,1,5,0,2,0,2,3,5,33,1,5,0,5,5,0,1,10,8,0,0,1,5,5,1,9,2,3,1,1,4,1,1,4,1,8,0,1,5,0,1,8,2,98,8,5,8,8,1,9,90,5,5,0,2,1,8,3,5,5,0,1,1,1,5,1,1,1,5,1,1,1,1,1,8,5,5,1,1,1,2,1,2,2,3,5,1,3,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,30,30,91,91,1,2,0,5,5,1,1,5,1,1,54,54,0,less,agree,tolerance0,less tolerant,tolerance0,less tolerant,east,danger3,in between
7202,1077,2,2,0,2,1,2,1,9,3,1,10,4,4,3,2,3,8,8,1,5,4,5,5,1,0,4,1,0,0,5,5,1,5,5,1,1,8,1,2,4,7,5,22,0,5,0,5,1,0,1,10,1,0,0,1,1,8,5,9,9,3,1,4,1,1,4,1,1,4,1,1,4,1,1,1,3,30,8,8,8,8,8,0,70,8,1,1,2,1,8,2,5,8,0,1,1,1,5,1,1,1,5,1,5,5,5,5,5,5,5,5,1,1,6,1,2,5,1,1,4,2,1,1,2,3,2,2,2,1,1,1,1,3,2,5,1,0,96,30,91,1,5,0,1,5,2,1,5,1,1,54,54,0,more,disagree,tolerance2,in between,tolerance2,in between,east,danger4,great threat
7202,1078,2,2,1,2,1,9,1,8,3,1,10,4,4,8,4,2,4,1,1,1,6,5,1,1,0,4,1,0,0,5,5,5,1,1,1,1,5,1,1,1,1,5,33,3,5,0,5,1,0,1,10,5,0,0,5,1,1,5,9,2,4,2,2,2,3,1,2,1,2,1,5,2,2,5,1,3,91,6,5,2,5,2,3,0,1,1,5,2,1,8,4,5,8,0,1,5,5,1,5,5,5,8,8,5,5,5,5,5,5,5,5,5,5,8,0,6,5,2,2,2,2,1,1,1,1,2,1,1,7,1,1,1,1,2,1,1,70,96,20,91,1,5,0,5,5,2,1,5,1,1,54,54,0,more,agree,tolerance3,in between,tolerance5,more tolerant,east,danger3,in between
7202,1079,2,2,2,2,1,1,1,1,3,5,60,4,4,2,8,2,8,8,1,8,0,5,5,2,8,4,1,0,0,5,5,1,1,1,8,5,0,8,0,1,8,5,31,9,5,0,5,5,0,1,98,5,0,0,1,1,5,5,9,9,3,2,8,0,5,1,1,5,8,0,5,8,0,1,8,8,98,8,8,8,8,8,0,98,8,8,5,1,2,8,3,5,8,0,1,1,1,5,1,1,1,1,1,8,5,5,5,1,8,5,8,5,5,8,0,6,1,1,3,1,3,1,1,3,2,2,1,2,2,1,9,9,3,1,5,1,0,96,95,40,1,2,0,5,5,2,1,1,2,2,54,54,0,less,agree,tolerance1,less tolerant,tolerance1,less tolerant,midwest,danger3,in between
7202,1080,2,2,2,2,1,3,1,9,3,5,50,2,4,3,3,1,3,1,2,1,1,5,1,1,0,4,1,0,0,1,5,5,1,5,5,1,1,1,4,2,3,5,33,3,5,0,5,5,0,1,20,5,0,0,1,5,8,8,1,9,3,1,3,1,5,3,1,5,2,1,5,2,2,5,1,2,98,6,1,8,1,8,0,98,5,5,0,1,3,8,3,5,5,0,1,5,1,1,5,1,5,1,1,5,5,5,1,5,5,5,5,5,5,8,0,2,5,2,1,1,3,1,1,1,4,2,3,1,1,1,1,2,2,2,1,5,0,91,96,95,3,5,0,5,3,2,1,5,4,2,54,54,0,less,disagree,tolerance5,more tolerant,tolerance5,more tolerant,midwest,danger4,great threat
7202,1081,2,2,2,2,1,1,1,1,3,1,90,3,1,3,4,2,4,2,3,2,9,1,1,1,0,1,1,0,0,1,1,5,1,5,5,1,5,1,2,1,4,5,31,0,1,8,1,0,1,1,80,5,0,0,5,5,5,5,8,9,2,2,4,1,5,2,1,5,4,2,5,4,2,5,1,2,0,8,8,3,8,2,1,98,1,1,1,1,2,8,8,5,8,0,8,8,1,1,5,8,5,8,8,8,8,8,1,5,8,8,8,1,1,8,0,6,1,1,1,4,2,1,1,3,8,8,3,8,1,5,0,0,1,2,5,2,50,96,95,50,1,5,0,8,3,2,1,5,1,2,54,54,0,more,dont know,tolerance1,less tolerant,tolerance5,more tolerant,midwest,danger4,great threat
7202,1082,2,2,3,2,1,1,1,9,3,5,50,4,4,3,3,2,3,2,2,5,4,5,5,2,3,4,1,0,0,5,5,1,5,5,5,5,0,2,0,1,1,5,33,2,1,1,5,5,0,1,10,5,0,0,1,5,1,5,9,4,3,2,2,2,5,2,1,5,1,1,1,1,1,1,8,2,98,8,5,2,8,1,9,98,5,5,0,1,2,4,2,5,5,0,1,1,8,8,1,1,1,1,1,5,5,1,1,8,5,5,1,5,1,8,0,6,5,2,5,2,3,2,1,2,3,2,3,3,2,1,1,1,1,2,1,1,0,80,91,91,1,1,1,5,1,1,1,5,4,2,54,54,0,less,disagree,tolerance1,less tolerant,tolerance1,less tolerant,midwest,danger3,in between
7202,1083,2,2,3,2,1,9,1,1,3,2,20,3,4,1,4,2,3,2,1,5,3,5,5,1,0,4,1,0,0,1,1,1,1,5,5,1,5,2,0,1,3,5,31,9,1,1,5,5,0,1,10,5,0,0,5,5,5,5,1,2,2,1,3,1,1,1,2,5,1,1,5,5,0,5,1,1,20,3,1,8,5,1,9,50,5,5,0,1,2,8,3,5,5,0,1,5,1,5,1,1,5,1,1,5,5,5,1,5,5,5,5,5,5,3,8,2,5,1,5,1,2,2,2,2,2,2,2,2,1,1,2,0,2,1,1,3,0,80,91,91,2,1,3,5,3,1,1,5,3,2,54,54,0,more,agree,tolerance3,in between,tolerance3,in between,midwest,danger4,great threat
7202,1084,2,2,3,2,1,1,1,9,3,7,30,4,4,3,3,1,3,1,2,5,6,5,5,2,5,3,1,0,0,1,5,5,1,5,5,5,0,3,0,3,4,5,10,5,1,1,5,5,0,1,10,1,0,0,1,5,1,5,9,2,4,2,1,2,5,1,2,5,1,2,5,1,2,1,1,2,30,8,1,8,1,1,9,70,5,5,0,2,1,1,4,5,5,0,5,5,1,1,5,5,5,8,5,5,5,1,1,5,5,5,1,5,5,2,2,1,2,1,5,4,2,1,2,1,3,2,3,3,1,1,9,1,3,1,1,9,0,20,91,91,1,1,4,5,2,2,1,5,3,2,54,54,0,more,disagree,tolerance1,less tolerant,tolerance5,more tolerant,midwest,danger2,in between
7202,1085,2,2,3,2,1,3,1,9,3,8,0,4,4,4,2,8,4,8,2,1,6,5,8,8,0,4,5,9,1,5,5,5,8,5,8,5,0,2,0,4,7,5,30,1,5,0,5,5,0,8,91,0,0,0,1,5,5,5,8,9,4,2,5,0,5,5,0,5,4,1,5,4,1,8,8,8,98,8,8,8,8,8,0,98,8,8,8,1,1,8,8,8,5,0,5,5,5,8,8,5,5,5,1,5,5,5,1,5,5,5,1,5,5,8,0,2,1,1,5,3,3,2,2,2,3,3,2,2,8,5,0,8,2,1,1,5,20,96,95,30,3,5,0,5,5,2,1,5,3,2,54,54,0,less,disagree,tolerance2,in between,tolerance4,more tolerant,midwest,danger2,in between
7202,1086,2,2,2,2,1,3,1,9,3,0,30,4,4,1,4,2,4,2,1,8,0,1,1,1,0,4,1,0,0,5,5,1,1,1,1,5,0,2,0,3,2,5,10,9,5,0,5,5,0,1,80,5,0,0,1,8,8,5,5,9,4,1,1,1,1,2,1,1,1,1,1,1,1,1,8,2,98,8,8,8,8,2,3,90,1,5,0,1,3,8,3,1,1,4,1,1,1,5,1,1,1,5,1,5,5,5,1,5,5,5,5,1,1,1,2,0,5,1,1,1,3,2,2,1,1,2,4,2,1,5,0,9,2,1,5,2,70,30,91,91,3,5,0,5,5,2,1,5,1,4,54,54,0,less,agree,tolerance2,in between,tolerance2,in between,midwest,danger4,great threat
7202,1087,2,2,2,2,1,3,1,9,3,8,20,3,1,2,2,2,2,1,1,5,4,5,5,1,0,2,1,0,0,5,5,1,5,5,1,5,0,1,5,3,3,5,31,2,1,2,5,1,0,1,30,1,0,0,1,5,5,5,1,3,3,1,1,2,1,2,2,5,1,2,5,1,3,5,1,3,98,3,5,8,5,2,1,0,1,1,1,1,2,8,2,1,3,2,1,1,1,5,1,1,8,1,1,5,5,5,5,1,5,5,5,5,1,6,2,1,1,1,2,3,2,1,1,3,2,2,2,2,1,1,2,2,2,1,5,5,0,96,20,91,1,5,0,5,3,2,1,5,3,4,54,54,0,more,agree,tolerance2,in between,tolerance2,in between,midwest,danger2,in between
7202,1088,2,2,2,2,1,3,1,9,3,8,20,3,1,2,2,2,2,1,1,5,4,5,5,1,0,2,1,0,0,5,5,1,5,5,1,5,0,1,5,3,3,5,31,2,1,2,5,1,0,1,30,1,0,0,1,5,5,5,1,3,3,1,1,2,1,2,2,5,1,2,5,1,3,5,1,3,98,3,5,8,5,2,1,0,1,1,1,1,2,8,2,1,3,2,1,1,1,5,1,1,8,1,1,5,5,5,5,1,5,5,5,5,1,6,2,1,1,1,2,3,2,1,1,3,2,2,2,2,1,1,2,2,2,1,5,5,0,96,20,91,1,5,0,5,3,2,1,5,3,4,54,54,0,more,agree,tolerance2,in between,tolerance2,in between,midwest,danger2,in between
7202,1089,2,2,3,2,1,2,1,9,3,6,60,4,2,4,1,2,1,2,2,1,2,5,1,2,2,1,1,0,0,5,5,1,1,1,5,1,5,1,7,3,3,8,33,4,1,2,1,0,5,1,30,1,0,0,1,5,5,5,5,4,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,3,30,2,8,7,5,1,9,90,8,1,5,2,1,8,1,5,5,0,1,1,1,5,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,2,1,2,2,1,1,1,1,1,1,3,2,2,1,2,8,1,1,8,3,1,5,2,0,95,40,91,1,5,0,5,5,1,1,5,2,2,54,54,0,more,agree,tolerance3,in between,tolerance3,in between,midwest,danger2,in between
7202,1090,2,2,1,2,1,1,1,9,3,3,20,3,4,2,2,8,2,8,1,5,3,5,5,1,0,4,1,0,0,5,5,1,5,5,5,5,0,8,0,3,4,8,10,4,5,0,5,5,0,1,10,1,0,0,5,1,1,8,9,5,2,1,3,1,1,3,1,1,4,1,1,1,1,1,1,2,30,8,8,8,1,1,9,0,8,1,1,2,1,8,3,5,8,0,1,1,1,5,1,1,5,1,1,5,5,5,5,1,1,5,1,8,8,3,1,2,5,3,3,3,3,2,2,1,1,1,1,1,1,1,1,0,2,1,1,2,0,60,91,91,1,2,0,5,1,2,2,5,1,2,54,54,0,less,agree,tolerance1,less tolerant,tolerance3,in between,east,danger4,great threat
7202,1091,2,2,1,2,1,2,1,9,3,1,90,1,3,3,2,2,2,2,1,5,4,5,5,1,0,4,1,0,0,1,5,5,1,1,5,1,1,2,0,3,2,5,33,1,1,2,5,1,0,1,20,5,0,0,1,5,5,5,5,4,3,1,1,2,3,2,2,1,1,3,1,1,3,1,1,2,20,8,8,8,8,1,9,0,5,1,5,1,2,8,3,1,5,0,1,1,1,5,1,1,5,5,1,5,5,5,1,5,5,5,5,5,5,6,2,1,5,1,3,4,2,1,1,2,2,8,3,2,1,1,2,2,2,1,1,4,0,96,20,91,1,1,1,1,3,2,1,1,2,2,54,54,0,more,agree,tolerance4,more tolerant,tolerance4,more tolerant,east,danger1,little threat
7202,1092,2,2,2,2,1,1,1,8,1,6,90,3,3,3,1,2,2,2,1,2,9,5,5,2,9,1,1,0,0,5,5,1,1,1,1,1,1,1,7,4,7,5,33,9,1,2,5,1,0,1,10,1,0,0,1,5,5,5,5,6,2,1,2,1,1,3,2,1,1,1,1,1,1,1,1,4,98,8,1,7,8,2,1,50,5,5,0,1,1,8,1,5,5,0,1,1,1,5,1,1,1,5,1,5,5,5,5,5,5,5,5,5,1,2,1,1,1,3,3,3,1,2,2,4,4,4,4,4,2,1,1,1,1,1,5,3,0,20,91,91,1,5,0,2,2,1,1,5,3,1,54,54,0,more,disagree,tolerance2,in between,tolerance2,in between,midwest,danger4,great threat
7202,1093,2,2,2,2,1,2,1,9,1,1,10,4,4,1,4,2,2,1,1,5,4,5,5,3,6,1,1,0,0,1,5,5,1,5,5,1,1,1,1,1,4,1,22,5,5,0,1,0,5,5,91,0,4,5,1,5,1,5,9,8,2,2,1,1,5,2,1,5,1,1,1,2,1,5,8,1,91,8,8,8,8,2,3,30,1,1,5,1,1,8,1,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,8,0,8,4,1,1,4,2,8,2,2,1,3,4,2,2,1,1,2,1,1,1,3,70,96,40,91,1,5,0,2,4,2,1,5,1,2,54,54,0,more,agree,tolerance5,more tolerant,tolerance5,more tolerant,midwest,danger5,great threat
7202,1094,2,2,2,2,1,1,2,9,3,5,20,3,4,1,4,2,1,1,1,5,9,5,5,2,8,2,1,0,0,1,5,5,1,1,5,1,1,1,7,1,3,5,11,3,5,0,5,1,0,1,40,1,0,0,1,5,5,5,5,8,3,1,2,2,1,2,2,5,1,3,1,1,2,5,1,1,10,8,1,8,1,1,9,30,8,1,5,1,1,8,3,1,5,0,1,5,1,1,5,5,5,5,8,5,5,5,1,5,5,5,5,5,5,6,1,1,1,1,3,3,2,1,8,2,1,3,3,1,1,1,2,2,2,1,1,5,0,80,91,91,1,1,2,5,4,2,1,5,4,3,54,54,0,more,agree,tolerance5,more tolerant,tolerance5,more tolerant,midwest,danger3,in between
7202,1095,2,2,2,2,1,1,2,9,3,5,20,3,4,1,4,2,1,1,1,5,9,5,5,2,8,2,1,0,0,1,5,5,1,1,5,1,1,1,7,1,3,5,11,3,5,0,5,1,0,1,40,1,0,0,1,5,5,5,5,8,3,1,2,2,1,2,2,5,1,3,1,1,2,5,1,1,10,8,1,8,1,1,9,30,8,1,5,1,1,8,3,1,5,0,1,5,1,1,5,5,5,5,8,5,5,5,1,5,5,5,5,5,5,6,1,1,1,1,3,3,2,1,8,2,1,3,3,1,1,1,2,2,2,1,1,5,0,80,91,91,1,1,2,5,4,2,1,5,4,3,54,54,0,more,agree,tolerance5,more tolerant,tolerance5,more tolerant,midwest,danger3,in between
7202,1096,2,2,3,2,1,1,2,1,3,5,10,1,4,3,2,2,8,8,1,5,3,5,5,1,0,2,1,0,0,5,5,1,5,5,1,1,1,1,7,2,3,5,32,5,5,0,8,5,0,1,20,5,0,0,1,5,5,5,8,2,3,2,4,2,5,4,2,8,4,1,8,8,0,1,1,2,98,8,8,8,8,8,0,0,1,1,5,1,1,8,2,5,8,0,1,1,1,5,1,1,8,1,1,5,5,5,1,8,5,8,5,5,5,2,1,1,1,3,5,2,2,1,1,2,8,2,1,8,2,5,0,0,1,2,1,3,0,80,91,91,2,5,0,5,1,1,1,5,4,3,54,54,0,more,dont know,tolerance2,in between,tolerance2,in between,midwest,danger3,in between
7202,1097,2,2,2,2,1,2,2,9,3,0,0,1,2,3,8,8,8,8,1,5,4,5,8,2,8,4,1,0,0,5,5,1,1,5,5,5,0,2,0,1,3,5,11,8,5,0,5,5,0,1,10,5,0,0,1,5,5,8,1,8,3,1,2,1,1,3,1,5,4,1,8,2,1,1,1,2,98,8,8,8,8,8,0,98,8,1,1,1,2,8,8,5,5,0,1,1,1,5,1,1,1,5,1,5,5,5,1,5,5,5,5,5,5,6,2,2,1,3,1,4,2,1,2,3,2,3,3,2,2,1,1,2,1,1,1,3,0,96,40,91,1,5,0,5,3,2,1,5,3,4,54,54,0,more,agree,tolerance3,in between,tolerance3,in between,midwest,danger5,great threat
7202,1098,2,2,2,2,1,1,2,1,3,8,60,4,4,2,8,2,8,2,1,5,4,5,5,1,0,4,1,0,0,1,1,5,5,5,5,5,0,2,0,4,7,5,31,9,5,0,5,5,0,5,91,0,8,5,5,5,5,5,5,9,4,2,1,3,5,1,3,5,1,3,5,1,3,5,8,8,98,8,8,8,8,8,0,98,8,8,8,2,8,8,3,5,5,0,1,1,1,5,8,5,5,5,5,5,5,5,1,5,5,5,5,5,5,8,0,2,2,3,5,3,3,2,2,3,2,2,3,2,1,1,9,2,3,9,5,1,50,20,91,91,1,1,2,5,2,1,1,5,3,4,54,54,0,less,agree,tolerance4,more tolerant,tolerance4,more tolerant,midwest,danger0,little threat
7202,1099,2,2,1,2,1,3,2,7,3,8,0,4,4,8,8,2,8,2,1,2,9,5,5,1,0,2,1,0,0,5,5,1,5,5,1,5,0,1,2,2,4,5,10,0,5,0,8,8,0,1,10,1,0,0,5,5,5,5,5,1,1,8,5,0,1,5,0,8,5,0,1,5,0,1,8,8,98,8,8,8,8,8,0,90,8,8,8,2,3,5,8,5,5,0,8,8,8,5,5,5,1,1,1,8,5,5,1,5,5,5,5,5,1,8,0,4,5,3,3,5,3,2,2,3,8,4,1,3,1,5,0,0,8,2,1,2,60,96,79,91,1,5,0,5,1,2,1,5,1,4,54,54,0,less,dont know,tolerance2,in between,tolerance2,in between,east,danger1,little threat
7202,1100,2,2,3,2,1,3,2,9,3,5,20,3,4,4,2,2,2,2,1,5,3,5,5,2,8,4,1,0,0,5,5,1,5,5,5,1,5,1,7,4,7,5,31,4,5,0,5,1,0,1,10,5,0,0,1,5,5,5,1,5,2,1,2,2,3,4,2,1,4,1,5,3,1,8,1,8,98,8,8,8,8,1,9,98,1,5,0,1,1,8,2,5,5,0,1,1,1,1,1,5,5,5,1,5,5,5,1,8,5,5,5,5,5,8,0,2,1,1,5,2,3,2,2,2,2,2,2,2,1,1,2,1,2,1,5,2,0,20,91,91,1,5,0,5,3,1,1,5,3,3,54,54,0,less,agree,tolerance3,in between,tolerance5,more tolerant,midwest,danger2,in between
7202,1101,2,2,1,2,1,1,2,9,3,3,20,1,4,3,3,2,3,1,1,5,4,5,5,1,0,4,1,0,0,1,5,5,1,5,5,1,5,1,1,2,3,5,33,4,5,0,5,1,0,1,30,1,0,0,1,5,5,5,1,8,2,1,2,1,5,1,1,1,1,1,5,1,1,5,1,3,0,1,0,2,1,1,9,30,5,1,5,1,1,8,2,5,5,0,1,1,1,5,5,1,5,5,8,5,5,1,1,5,5,5,1,5,1,2,1,1,2,2,2,3,2,1,2,3,1,2,2,2,2,5,0,0,1,1,5,2,0,96,60,91,1,1,1,5,1,2,1,5,1,2,54,54,0,more,agree,tolerance1,less tolerant,tolerance4,more tolerant,east,danger5,great threat
7202,1102,2,2,1,2,1,2,2,9,3,1,40,4,4,3,2,1,2,1,1,5,4,5,5,1,0,4,1,0,0,5,5,5,1,1,5,5,0,1,2,1,3,5,33,0,5,0,1,0,1,1,98,5,0,0,5,5,5,5,5,6,3,2,3,3,5,3,2,5,2,2,5,2,2,5,1,3,91,3,5,8,8,2,3,30,1,1,5,2,3,8,4,5,8,0,1,5,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,6,2,6,5,1,1,1,3,2,8,2,3,3,2,2,8,1,9,9,3,3,1,3,0,20,91,91,1,5,0,5,3,1,1,1,1,2,54,54,0,less,disagree,tolerance5,more tolerant,tolerance5,more tolerant,east,danger3,in between
7202,1103,2,2,2,2,1,5,8,1,2,5,10,3,4,8,1,8,8,8,8,8,0,5,5,1,0,8,1,0,0,5,5,8,8,8,8,8,0,8,0,8,0,8,32,0,5,0,8,8,0,8,91,0,0,0,5,8,8,8,8,9,8,8,8,0,8,8,0,8,8,0,8,8,0,8,8,8,98,8,8,8,8,8,0,98,8,8,1,8,8,8,2,8,8,0,8,8,8,8,8,8,8,8,8,5,5,5,1,8,5,5,5,5,8,2,8,8,8,1,5,1,3,1,2,4,2,3,3,2,8,1,9,9,8,1,1,1,0,91,96,91,1,5,0,9,3,2,2,1,1,1,54,54,0,less,agree,tolerance2,in between,tolerance2,in between,midwest,danger2,in between
7202,1104,2,2,2,2,1,3,8,1,2,1,90,2,1,2,3,4,4,2,3,1,2,5,5,2,4,2,1,0,0,1,5,5,1,1,5,5,0,1,2,2,3,5,31,3,1,4,5,1,0,1,30,5,0,0,1,5,5,5,1,5,3,1,2,1,5,3,1,1,2,1,1,3,1,1,1,2,30,6,1,3,8,2,9,80,5,1,1,1,2,8,2,1,1,2,1,1,1,5,5,1,1,8,1,5,1,5,1,5,5,5,5,1,1,6,1,5,1,1,1,1,2,1,2,2,3,2,3,2,1,1,2,1,3,2,1,5,0,96,40,91,1,5,0,5,3,2,1,1,1,1,54,54,0,more,disagree,tolerance4,more tolerant,tolerance4,more tolerant,midwest,danger5,great threat
